OBJECTID,ID,STATE_NAME,ST_ABBREV,ACSTOTPOP,MINORPCT,LOWINCPCT,PM25,OZONE,DSLPM,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF
67347,171450301001,Illinois,IL,906,0.102649006622516,0.24834437086092698,9.20123534246575,47.3528679738562,0.19755244374,71.2632777662741,83.4902950259302,18.7632171066651,26.0505822766722,22.6423529917342,4.54781455596747
67348,171450301002,Illinois,IL,854,0.0105386416861826,0.228710462287104,9.20123534246575,47.3528679738562,0.19755244374,71.2632777662741,83.4902950259302,18.7632171066651,26.0505822766722,22.6423529917342,8.75714049508919
67349,171450301003,Illinois,IL,544,0.023897058823529396,0.391544117647058,9.20123534246575,47.3528679738562,0.19755244374,71.2632777662741,83.4902950259302,18.7632171066651,26.0505822766722,22.6423529917342,4.5377638605621
67350,171450301004,Illinois,IL,566,0.0,0.39292035398229996,9.20123534246575,47.3528679738562,0.19755244374,71.2632777662741,83.4902950259302,18.7632171066651,26.0505822766722,22.6423529917342,4.36723340750317
67351,171450302001,Illinois,IL,537,0.0595903165735568,0.286778398510242,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,15.6127255913331
67352,171450302002,Illinois,IL,944,0.031779661016949096,0.31493506493506396,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,36.9223481736917
67353,171450302003,Illinois,IL,3122,0.5794362588084561,0.281786941580756,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,22.3566167836827
67354,171450302004,Illinois,IL,605,0.0,0.5933884297520661,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,53.991733059922
67355,171450302005,Illinois,IL,927,0.158576051779935,0.48296122209165604,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,62.2650205543132
67356,171450302006,Illinois,IL,1179,0.0771840542832909,0.38638373121131697,9.24924739726027,47.253585620915,0.23044811955,72.9455949684994,83.1877766364503,24.5377318899423,33.6079342609078,27.5367095710331,23.8666664106559
67357,171450303001,Illinois,IL,656,0.0365853658536585,0.26371951219512096,9.25962356164383,47.1748326797386,0.2108408321,73.3015562313175,82.976980115372,21.1282017974082,35.2801718372101,27.7080332734625,9.57525019198488
67358,171450303002,Illinois,IL,578,0.0103806228373702,0.46643109540635996,9.25962356164383,47.1748326797386,0.2108408321,73.3015562313175,82.976980115372,21.1282017974082,35.2801718372101,27.7080332734625,
67359,171450303003,Illinois,IL,974,0.0082135523613963,0.38366080661840696,9.25962356164383,47.1748326797386,0.2108408321,73.3015562313175,82.976980115372,21.1282017974082,35.2801718372101,27.7080332734625,
67360,171450304001,Illinois,IL,1332,0.101351351351351,0.35060060060060005,9.31828301369863,47.1045549019608,0.23806991778,75.2916084690184,82.7513318043913,25.8527275515832,31.0465164707149,28.5885545511494,36.0287892002748
67361,171450304002,Illinois,IL,699,0.06866952789699571,0.39484978540772503,9.31828301369863,47.1045549019608,0.23806991778,75.2916084690184,82.7513318043913,25.8527275515832,31.0465164707149,28.5885545511494,43.0000300709473
