"FID","Data_Year","eGRID_subregion_acronym","Plant_annual_net_generation__MW","Plant_annual_CO2_emissions__ton","Plant_annual_coal_net_generatio","Plant_annual_oil_net_generation","Plant_annual_gas_net_generation","Plant_annual_other_fossil_net_g","Plant_annual_nuclear_net_genera","Plant_annual_hydro_net_generati","Plant_annual_biomass_net_genera","Plant_annual_wind_net_generatio","Plant_annual_solar_net_generati"
"3703","2023","HIOA","62694",,"0","0","0","0","0","0","0","0","63027"
"3704","2023","MROW","114.999","125.515","0","70.88","44.12","0","0","0","0","0","0"
"3705","2023","RFCW","46369","27357.49","0","0","46369","0","0","0","0","0","0"
"3706","2023","RFCW","-1020","2712.9","0","-1020","0","0","0","0","0","0","0"
"3707","2023","SRSO","1081",,"0","0","0","0","0","0","0","0","1081"
"3708","2023","MROW","754226",,"0","0","0","0","0","0","0","754226","0"
"3709","2023","SRSO","77220","46358","0","0","77220","0","0","0","0","0","0"
"3710","2023","SRSO","2945",,"0","0","0","0","0","0","0","0","2945"
"3711","2023","SRMW","21925","0.001","0","0","0","0","0","0","21925","0","0"
"3712","2023","HIOA","6444",,"0","0","0","0","0","0","0","0","6444"
"3713","2023","SRSO","0",,"0","0","0","0","0","0","0","0","0"
"3714","2023","SRMW","39.999","35.442","0","40","0","0","0","0","0","0","0"
"3715","2023","SRSO","4823",,"0","0","0","0","0","0","0","0","4823"
"3716","2023","MROW","5084",,"0","0","0","0","0","0","0","5084","0"
"3717","2023","MROW","11611","0","0","324.979","11286.02","0","0","0","0","0","0"
"3718","2023","SRMW","3988",,"0","0","0","0","0","0","0","0","3988"
"3719","2023","HIOA","1791.999",,"0","0","0","0","0","0","0","0","1792"
"3720","2023","MROW","3969",,"0","0","0","0","0","0","0","3969","0"
"3721","2023","MROW","94666",,"0","0","0","0","0","0","0","94666","0"
"3722","2023","SRSO","6517",,"0","0","0","0","0","0","0","0","6517"
"3723","2023","SRSO","41515","24980.95","0","0","40600.41","0","0","0","914.585","0","0"
"3724","2023","SRMW","27","24.254","0","27","0","0","0","0","0","0","0"
"3725","2023","HIMS","20333",,"0","0","0","0","0","20333","0","0","0"
"3726","2023","RFCW","3591",,"0","0","0","0","0","0","0","0","3591"
"3727","2023","SRVC","78866",,"0","0","0","0","0","78866","0","0","0"
"3728","2023","SRSO","3879","0.001","0","0","0","0","0","0","3879","0","0"
"3729","2023","SRMW","460239",,"0","0","0","0","0","0","0","460239","0"
"3730","2023","MROW","2898339","1316150","0","0","2898339","0","0","0","0","0","0"
"3731","2023","NWPP","3935",,"0","0","0","0","0","3935","0","0","0"
"3732","2023","RFCW","5756",,"0","0","0","0","0","5756","0","0","0"
"3733","2023","NWPP","164413",,"0","0","0","0","0","164413","0","0","0"
"3734","2023","SRSO","38162","32348.99","0","319.773","37842.23","0","0","0","0","0","0"
"3735","2023","HIMS","1655.001","1427.712","0","1655","0","0","0","0","0","0","0"
"3736","2023","SRSO","29","5.226","0","29","0","0","0","0","0","0","0"
"3737","2023","MROW","523515",,"0","0","0","0","0","0","0","523515","0"
"3738","2023","SRMW","230.003","207.665","0","230","0","0","0","0","0","0","0"
"3739","2023","SRSO","46886","0","0","0","0","0","0","0","46886","0","0"
"3740","2023","NWPP","49325","16135.96","0","0","49325","0","0","0","0","0","0"
"3741","2023","SRSO","53906",,"0","0","0","0","0","0","0","0","53906"
"3742","2023","HIMS","21524",,"0","0","0","0","0","21524","0","0","0"
"3743","2023","RFCW","17823","13144.64","0","0","17823","0","0","0","0","0","0"
"3744","2023","SRMW","1075.001","625.227","0","0","1075.001","0","0","0","0","0","0"
"3745","2023","NWPP","36526.93","12040.23","0","0","36526.93","0","0","0","0","0","0"
"3746","2023","SRSO","521787","366819.7","0","952.172","520834.8","0","0","0","0","0","0"
"3747","2023","MROW","783","377.608","0","783","0","0","0","0","0","0","0"
"3748","2023","SRMW","3774",,"0","0","0","0","0","0","0","0","3774"
"3749","2023","SRMW",,,,,,,,,,,
"3750","2023","SRSO","6408",,"0","0","0","0","0","6408","0","0","0"
"3751","2023","NWPP","262202",,"0","0","0","0","0","262202","0","0","0"
"3752","2023","SRSO","3732",,"0","0","0","0","0","0","0","0","3732"
"3753","2023","HIOA","23730",,"0","0","0","0","0","0","0","0","23730"
"3754","2023","SRMW","0",,"0","0","0","0","0","0","0","0","0"
"3755","2023","SRMW",,,,,,,,,,,
"3756","2023","SRSO","100414",,"0","0","0","0","0","100414","0","0","0"
"3757","2023","NWPP","39259",,"0","0","0","0","0","0","0","0","39259"
"3758","2023","MROW","229836","144942.1","0","2324.041","227512","0","0","0","0","0","0"
"3759","2023","SRSO","18174","20877.3","0","1032.876","17141.12","0","0","0","0","0","0"
"3760","2023","HIOA","86892",,"0","0","0","0","0","0","0","0","86892"
"3761","2023","RFCW",,,,,,,,,,,
"3762","2023","RFCW","3812",,"0","0","0","0","0","0","0","0","3812"
"3763","2023","SRSO","31667","0.001","0","0","0","0","0","0","31667","0","0"
"3764","2023","RFCW","92470",,"0","0","0","0","0","0","0","92470","0"
"3765","2023","SRMW","2994",,"0","0","0","0","0","0","0","0","2994"
"3766","2023","NWPP","41358",,"0","0","0","0","0","0","0","0","41358"
"3767","2023","HIOA","39309",,"0","0","0","0","0","0","0","0","39309"
"3768","2023","SRSO","9107240","3830975","0","0","9107240","0","0","0","0","0","0"
"3769","2023","SRSO","206730",,"0","0","0","0","0","0","0","0","206730"
"3770","2023","RFCW","5707",,"0","0","0","0","0","0","0","0","5707"
"3771","2023","NWPP","121598",,"0","0","0","0","0","121598","0","0","0"
"3772","2023","MROW","723274",,"0","0","0","0","0","0","0","723274","0"
"3773","2023","SRSO","-117.999","0","0","-118","0","0","0","0","0","0","0"
"3774","2023","SRMW","2839",,"0","0","0","0","0","0","0","0","2839"
"3775","2023","NWPP","55910",,"0","0","0","0","0","55910","0","0","0"
"3776","2023","MROW","518014",,"0","0","0","0","0","0","0","518014","0"
"3777","2023","NWPP","30187",,"0","0","0","0","0","30187","0","0","0"
"3778","2023","SRMW","1708",,"0","0","0","0","0","0","0","0","1708"
"3779","2023","MROW","440076",,"0","0","0","0","0","0","0","440076","0"
"3780","2023","SRSO","5878",,"0","0","0","0","0","0","0","0","5878"
"3781","2023","SRSO","1366","54.209","0","0.163","1366.837","0","0","0","0","0","0"
"3782","2023","SRSO","146545","54517.16","0","220.118","146324.9","0","0","0","0","0","0"
"3783","2023","MROW","7376.001","145.818","0","360.782","-0.782","0","0","0","0","5393","1623"
"3784","2023","SRMW","3601",,"0","0","0","0","0","0","0","0","3601"
"3785","2023","MROW","568050",,"0","0","0","0","0","0","0","568050","0"
"3786","2023","NWPP","39547","11952.83","0","74.385","39472.61","0","0","0","0","0","0"
"3787","2023","MROW","0",,"0","0","0","0","0","0","0","0","0"
"3788","2023","SRMW","3725",,"0","0","0","0","0","0","0","0","3725"
"3789","2023","SRSO","4405",,"0","0","0","0","0","0","0","0","4405"
"3790","2023","MROW","1403.001","1176.435","0","1217.153","185.847","0","0","0","0","0","0"
"3791","2023","RFCW","1686",,"0","0","0","0","0","0","0","0","1686"
"3792","2023","SRSO","93957",,"0","0","0","0","0","0","0","0","93957"
"3793","2023","RFCW","3655","1852.865","0","0","3655","0","0","0","0","0","0"
"3794","2023","SRMW","2711",,"0","0","0","0","0","0","0","0","2711"
"3795","2023","NWPP","12498","0","0","0","0","0","0","0","12498","0","0"
"3796","2023","MROW","553312",,"0","0","0","0","0","0","0","553312","0"
"3797","2023","SRMW","75820","53123.76","0","0","75820","0","0","0","0","0","0"
"3798","2023","SRSO","29197",,"0","0","0","0","0","29197","0","0","0"
"3799","2023","MROW",,,,,,,,,,,
"3800","2023","MROW","53.001","36.177","0","53","0","0","0","0","0","0","0"
"3801","2023","SRMW","611757",,"0","0","0","0","0","0","0","611757","0"
"3802","2023","SRSO","1768",,"0","0","0","0","0","0","0","0","1768"
"3803","2023","SRMW","712.002","4343.459","0","0","712","0","0","0","0","0","0"
"3804","2023","SRSO","237730","146127.9","0","716.156","237013.8","0","0","0","0","0","0"
"3805","2023","MROW","0",,"0","0","0","0","0","0","0","0","0"
"3806","2023","MROW","86715",,"0","0","0","0","0","0","0","86715","0"
"3807","2023","SRMW","5423","3234.229","5423","0","0","0","0","0","0","0","0"
"3808","2023","MROW","14.699","18.536","0","14.7","0","0","0","0","0","0","0"
"3809","2023","RFCW","-7320",,"0","0","0","0","0","0","0","0","0"
"3810","2023","RFCW","27800",,"0","0","0","0","0","0","0","0","27800"
"3811","2023","NWPP","9157",,"0","0","0","0","0","9157","0","0","0"
"3812","2023","MROW","232.26","290.88","0","232.26","0","0","0","0","0","0","0"
"3813","2023","RFCW","426021",,"0","0","0","0","0","0","0","426021","0"
"3814","2023","NWPP","38297",,"0","0","0","0","0","0","0","38297","0"
"3815","2023","SRSO","123905","0","0","0","0","0","0","0","123905","0","0"
"3816","2023","MROW","5195",,"0","0","0","0","0","0","0","5195","0"
"3817","2023","SRSO","3380",,"0","0","0","0","0","0","0","0","3380"
"3818","2023","RFCW","460",,"0","0","0","0","0","0","0","0","460"
"3819","2023","SRSO","34739",,"0","0","0","0","0","34739","0","0","0"
"3820","2023","MROW","120","102.895","0","120","0","0","0","0","0","0","0"
"3821","2023","MROW","38.219","44.097","0","38.22","0","0","0","0","0","0","0"
"3822","2023","SRSO","6352",,"0","0","0","0","0","0","0","0","6352"
"3823","2023","RFCW","450",,"0","0","0","0","0","0","0","0","450"
"3824","2023","MROW","57.82","64.922","0","57.82","0","0","0","0","0","0","0"
"3825","2023","SRMW","0","0","0","0","0","0","0","0","0","0","0"
"3826","2023","SRSO","8738658","3780147","0","0","8738658","0","0","0","0","0","0"
"3827","2023","NWPP","725648","447998.7","0","0","725648","0","0","0","0","0","0"
"3828","2023","SRSO","2945",,"0","0","0","0","0","0","0","0","2945"
"3829","2023","SRMW","672",,"0","0","0","0","0","0","0","0","672"
"3830","2023","SRMW","538943","140488.4","0","0","205584.4","68113.9","0","0","0","0","0"
"3831","2023","NWPP","9361","0.001","0","0","0","0","0","0","9361","0","0"
"3832","2023","SRSO","926",,"0","0","0","0","0","0","0","0","926"
"3833","2023","MROW","5005",,"0","0","0","0","0","0","0","0","5005"
"3834","2023","RFCW","3352",,"0","0","0","0","0","0","0","0","3352"
"3835","2023","RFCW","503781",,"0","0","0","0","0","0","0","503781","0"
"3836","2023","SRSO","245",,"0","0","0","0","0","0","0","0","245"
"3837","2023","MROW","115.82","104.692","0","115.82","0","0","0","0","0","0","0"
"3838","2023","SRSO","12009",,"0","0","0","0","0","12009","0","0","0"
"3839","2023","RFCW","26082","0","0","0","0","0","0","0","26082","0","0"
"3840","2023","RFCW","447",,"0","0","0","0","0","0","0","0","447"
"3841","2023","NWPP","9178",,"0","0","0","0","0","9178","0","0","0"
"3842","2023","RFCW","432",,"0","0","0","0","0","0","0","0","432"
"3843","2023","SRSO","403.44","347.388","0","403.44","0","0","0","0","0","0","0"
"3844","2023","RFCW","2874",,"0","0","0","0","0","0","0","0","2874"
"3845","2023","MROW","9.8","12.249","0","9.8","0","0","0","0","0","0","0"
"3846","2023","NWPP","56934",,"0","0","0","0","0","56934","0","0","0"
"3847","2023","RFCW","3906",,"0","0","0","0","0","0","0","0","3906"
"3848","2023","SRSO","98025",,"0","0","0","0","0","98025","0","0","0"
"3849","2023","MROW","13639",,"0","0","0","0","0","0","0","0","13639"
"3850","2023","SRSO","1710",,"0","0","0","0","0","0","0","0","1710"
"3851","2023","SRMW","691663",,"0","0","0","0","0","0","0","691663","0"
"3852","2023","SRMW","4595",,"0","0","0","0","0","0","0","0","4595"
"3853","2023","MROW","3.92","4.818","0","3.92","0","0","0","0","0","0","0"
"3854","2023","SRTV","18647",,"0","0","0","0","0","18647","0","0","0"
"3855","2023","SRSO","4557",,"0","0","0","0","0","0","0","0","4557"
"3856","2023","MROW","236198",,"0","0","0","0","0","0","0","236198","0"
"3857","2023","SRMW","943",,"0","0","0","0","0","0","0","943","0"
"3858","2023","NWPP","60651",,"0","0","0","0","0","0","0","0","60651"
"3859","2023","SRMW","716682",,"0","0","0","0","0","0","0","716682","0"
"3860","2023","SRSO","116180",,"0","0","0","0","0","0","0","0","116180"
"3861","2023","SRSO","2939",,"0","0","0","0","0","0","0","0","2939"
"3862","2023","MROW","47.04","58.553","0","47.04","0","0","0","0","0","0","0"
"3863","2023","SRSO","43577",,"0","0","0","0","0","43577","0","0","0"
"3864","2023","SRMW","3716",,"0","0","0","0","0","0","0","0","3716"
"3865","2023","NWPP","4260",,"0","0","0","0","0","4260","0","0","0"
"3866","2023","MROW","381500",,"0","0","0","0","0","0","0","381500","0"
"3867","2023","RFCW","13961",,"0","0","0","0","0","0","0","0","13961"
"3868","2023","NWPP","295069",,"0","0","0","0","0","295069","0","0","0"
"3869","2023","MROW","17.641","22.703","0","17.64","0","0","0","0","0","0","0"
"3870","2023","RFCW","504202",,"0","0","0","0","0","0","0","504202","0"
"3871","2023","NWPP","8585.001",,"0","0","0","0","0","8585","0","0","0"
"3872","2023","MROW","0",,"0","0","0","0","0","0","0","0","0"
"3873","2023","MROW","-223","497.831","0","0","-223","0","0","0","0","0","0"
"3874","2023","SRSO","5247",,"0","0","0","0","0","0","0","0","5247"
"3875","2023","MROW","76.44","95.056","0","76.44","0","0","0","0","0","0","0"
"3876","2023","SRMW","104.999","84.768","0","105","0","0","0","0","0","0","0"
"3877","2023","SRSO","378200",,"0","0","0","0","0","0","0","0","378200"
"3878","2023","RFCW","547814",,"0","0","0","0","0","0","0","547814","0"
"3879","2023","RFCW","943.002","747.216","0","0","943","0","0","0","0","0","0"
"3880","2023","SRMW","2457662","1094060","0","0","2457662","0","0","0","0","0","0"
"3881","2023","SRMW","334101",,"0","0","0","0","0","0","0","334101","0"
"3882","2023","SRMW","4454",,"0","0","0","0","0","0","0","0","4454"
"3883","2023","RFCW","3318",,"0","0","0","0","0","0","0","0","3318"
"3884","2023","RFCW","3354",,"0","0","0","0","0","0","0","0","3354"
"3885","2023","SRMW","3399",,"0","0","0","0","0","0","0","0","3399"
"3886","2023","MROW","1252853","1444750","1235602","0","17251.29","0","0","0","0","0","0"
"3887","2023","NWPP","2087723",,"0","0","0","0","0","2087723","0","0","0"
"3888","2023","MROW","66.64","37.171","0","0","66.64","0","0","0","0","0","0"
"3889","2023","RFCW","1611",,"0","0","0","0","0","0","0","0","1611"
"3890","2023","SRMW","4195",,"0","0","0","0","0","0","0","0","4195"
"3891","2023","SRMW","4549",,"0","0","0","0","0","0","0","0","4549"
"3892","2023","RFCW","2779",,"0","0","0","0","0","0","0","0","2779"
"3893","2023","SRMW","73","65.9","0","73","0","0","0","0","0","0","0"
"3894","2023","SRMW","0",,"0","0","0","0","0","0","0","0","0"
"3895","2023","RFCW","27646","12090.46","0","0","27646","0","0","0","0","0","0"
"3896","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"3897","2023","SRMW","3612",,"0","0","0","0","0","0","0","0","3612"
"3898","2023","SRMW","560.998","459.761","0","561","0","0","0","0","0","0","0"
"3899","2023","RFCW","216153","0","0","0","216153","0","0","0","0","0","0"
"3900","2023","SRMW","39520","30633.38","0","32.126","39487.88","0","0","0","0","0","0"
"3901","2023","RFCW","330832","167885.7","0","8086.454","322745.6","0","0","0","0","0","0"
"3902","2023","SRMW","4064",,"0","0","0","0","0","0","0","0","4064"
"3903","2023","SRMW","2415",,"0","0","0","0","0","0","0","0","2415"
"3904","2023","RFCW","7096466","2800315","0","0","7096466","0","0","0","0","0","0"
"3905","2023","SRMW","2572",,"0","0","0","0","0","0","0","0","2572"
"3906","2023","RFCW","707790","450594.1","0","0","707790","0","0","0","0","0","0"
"3907","2023","RFCW","-27603","577.121","0","0","-27603","0","0","0","0","0","0"
"3908","2023","SRMW","0",,"0","0","0","0","0","0","0","0","0"
"3909","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"3910","2023","SRMW","3618",,"0","0","0","0","0","0","0","0","3618"
"3911","2023","RFCW","3612",,"0","0","0","0","0","0","0","0","3612"
"3912","2023","RFCW","592418",,"0","0","0","0","0","0","0","592418","0"
"3913","2023","RFCW","5864878","2637608","0","0","5864878","0","0","0","0","0","0"
"3914","2023","SRMW","3998",,"0","0","0","0","0","0","0","0","3998"
"3915","2023","SRMW","3842",,"0","0","0","0","0","0","0","0","3842"
"3916","2023","RFCW","2229160","2598742","2216027","0","13132.87","0","0","0","0","0","0"
"3917","2023","SRMW","3209","3610.613","0","85.108","3123.892","0","0","0","0","0","0"
"3918","2023","RFCW","4052",,"0","0","0","0","0","0","0","0","4052"
"3919","2023","RFCW","8825.001","365.955","0","0","1107.687","0","0","0","7717.313","0","0"
"3920","2023","RFCW","208155","115987.1","0","0","208155","0","0","0","0","0","0"
"3921","2023","RFCW","19444480",,"0","0","0","0","19444480","0","0","0","0"
"3922","2023","RFCW","4049",,"0","0","0","0","0","0","0","0","4049"
"3923","2023","RFCW","3918",,"0","0","0","0","0","0","0","0","3918"
"3924","2023","RFCW","3330",,"0","0","0","0","0","0","0","0","3330"
"3925","2023","RFCW","290","187.956","0","0","290","0","0","0","0","0","0"
"3926","2023","RFCW","11766","0","0","0","0","0","0","0","11766","0","0"
"3927","2023","SRMW","0",,"0","0","0","0","0","0","0","0","0"
"3928","2023","RFCW","66958","56501.91","0","0","66958","0","0","0","0","0","0"
"3929","2023","RFCW","3868",,"0","0","0","0","0","0","0","0","3868"
"3930","2023","RFCW","11981","10222.06","0","0","11981","0","0","0","0","0","0"
"3931","2023","SRMW","949341",,"0","0","0","0","0","0","0","949341","0"
"3932","2023","RFCW","2508",,"0","0","0","0","0","0","0","0","2508"
"3933","2023","RFCW","64032","0.001","0","0","0","0","0","0","64032","0","0"
"3934","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"3935","2023","RFCW","267165",,"0","0","0","0","0","0","0","267165","0"
"3936","2023","RFCW","3778",,"0","0","0","0","0","0","0","0","3778"
"3937","2023","RFCW","3263","2062.243","0","0","3263","0","0","0","0","0","0"
"3938","2023","SRMW","3765",,"0","0","0","0","0","0","0","0","3765"
"3939","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"3940","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"3941","2023","RFCW","-608",,"0","0","0","0","0","0","0","0","0"
"3942","2023","RFCW","3713",,"0","0","0","0","0","0","0","0","3713"
"3943","2023","SRMW","708926","1145739","636340.1","717.319","71868.55","0","0","0","0","0","0"
"3944","2023","SRMW","3927",,"0","0","0","0","0","0","0","0","3927"
"3945","2023","RFCW",,,,,,,,,,,
"3946","2023","SRMW","202.002","156.954","0","202","0","0","0","0","0","0","0"
"3947","2023","MROW","933378","890539.9","936909.1","-3531.109","0","0","0","0","0","0","0"
"3948","2023","MROW","372","307.134","0","372","0","0","0","0","0","0","0"
"3949","2023","MROW","1","2.042","0","1","0","0","0","0","0","0","0"
"3950","2023","MROW","947.004","829.2","0","947","0","0","0","0","0","0","0"
"3951","2023","MROW","812885",,"0","0","0","0","0","0","0","812885","0"
"3952","2023","MROW","329465","234026.1","0","0","298209.4","0","0","0","31255.64","0","0"
"3953","2023","MROW","750126",,"0","0","0","0","0","0","0","750126","0"
"3954","2023","MROW","4","3.756","0","4","0","0","0","0","0","0","0"
"3955","2023","MROW","255.001","294.722","0","255","0","0","0","0","0","0","0"
"3956","2023","MROW","1","1.388","0","1","0","0","0","0","0","0","0"
"3957","2023","SRMW","623785",,"0","0","0","0","0","0","0","623785","0"
"3958","2023","MROW","2141226","923324.9","0","0","2141226","0","0","0","0","0","0"
"3959","2023","MROW","6317",,"0","0","0","0","0","0","0","6317","0"
"3960","2023","MROW","4749",,"0","0","0","0","0","0","0","4749","0"
"3961","2023","MROW",,,,,,,,,,,
"3962","2023","MROW","256785",,"0","0","0","0","0","0","0","256785","0"
"3963","2023","MROW","34737",,"0","0","0","0","0","0","0","34737","0"
"3964","2023","MROW","6","5.88","0","6","0","0","0","0","0","0","0"
"3965","2023","MROW","166092",,"0","0","0","0","0","0","0","166092","0"
"3966","2023","MROW","97114",,"0","0","0","0","0","0","0","97114","0"
"3967","2023","SRMW","744045",,"0","0","0","0","0","0","0","744045","0"
"3968","2023","MROW","408823",,"0","0","0","0","0","0","0","408823","0"
"3969","2023","MROW","1616400",,"0","0","0","0","0","0","0","1616400","0"
"3970","2023","MROW","204262",,"0","0","0","0","0","0","0","0","204262"
"3971","2023","MROW","2","1.878","0","2","0","0","0","0","0","0","0"
"3972","2023","MROW","3134",,"0","0","0","0","0","0","0","0","3134"
"3973","2023","NWPP","49479",,"0","0","0","0","0","0","0","49479","0"
"3974","2023","NWPP","26150",,"0","0","0","0","0","26150","0","0","0"
"3975","2023","NWPP","377063",,"0","0","0","0","0","377063","0","0","0"
"3976","2023","NWPP","815740",,"0","0","0","0","0","815740","0","0","0"
"3977","2023","NWPP","63688",,"0","0","0","0","0","0","0","63688","0"
"3978","2023","NWPP","-486","0","0","0","0","0","0","0","-486","0","0"
"3979","2023","NWPP","35535",,"0","0","0","0","0","35535","0","0","0"
"3980","2023","NWPP","37923",,"0","0","0","0","0","0","0","37923","0"
"3981","2023","NWPP","17577",,"0","0","0","0","0","0","0","17577","0"
"3982","2023","NWPP","6827.001",,"0","0","0","0","0","6827","0","0","0"
"3983","2023","NWPP","39134",,"0","0","0","0","0","39134","0","0","0"
"3984","2023","SRSO","5089",,"0","0","0","0","0","0","0","0","5089"
"3985","2023","SRSO","1096",,"0","0","0","0","0","0","0","0","1096"
"3986","2023","SRSO","1516",,"0","0","0","0","0","0","0","0","1516"
"3987","2023","SRSO","1833",,"0","0","0","0","0","0","0","0","1833"
"3988","2023","SRSO","42","40.586","0","42","0","0","0","0","0","0","0"
"3989","2023","SRSO","1379",,"0","0","0","0","0","0","0","0","1379"
"3990","2023","SRSO","23036610",,"0","0","0","0","23036610","0","0","0","0"
"3991","2023","SRSO","68713",,"0","0","0","0","0","68713","0","0","0"
"3992","2023","SRSO","426441",,"0","0","0","0","0","426441","0","0","0"
"3993","2023","SRSO","138","0","0","138","0","0","0","0","0","0","0"
"3994","2023","SRSO","258674","153252.4","0","0","258674","0","0","0","0","0","0"
"3995","2023","SRSO","2968409","1265773","0","0","2968409","0","0","0","0","0","0"
"3996","2023","SRSO","9055103","3731495","0","0","9055103","0","0","0","0","0","0"
"3997","2023","SRSO","6470",,"0","0","0","0","0","0","0","0","6470"
"3998","2023","SRSO","4152",,"0","0","0","0","0","0","0","0","4152"
"3999","2023","SRSO","88459","90345.38","0","0","88459","0","0","0","0","0","0"
"4000","2023","SRSO","4519",,"0","0","0","0","0","0","0","0","4519"
"4001","2023","NEWE","3656",,"0","0","0","0","0","0","0","0","3705"
"4002","2023","NEWE","7102",,"0","0","0","0","0","0","0","0","7176"
"4003","2023","NEWE","14055","0","0","0","0","0","0","0","14055","0","0"
"4004","2023","NEWE","5227","1564.304","0","37.681","5189.319","0","0","0","0","0","0"
"4005","2023","NEWE","7021",,"0","0","0","0","0","0","0","0","7177"
"4006","2023","NEWE","1465",,"0","0","0","0","0","0","0","0","1465"
"4007","2023","NEWE","-51",,"0","0","0","0","0","0","0","0","0"
"4008","2023","RFCW","387658",,"0","0","0","0","0","0","0","387658","0"
"4009","2023","NEWE","3089",,"0","0","0","0","0","0","0","0","3089"
"4010","2023","NEWE","2659",,"0","0","0","0","0","0","0","0","2659"
"4011","2023","NEWE","6769",,"0","0","0","0","0","0","0","0","6769"
"4012","2023","NEWE","7670",,"0","0","0","0","0","0","0","0","7752"
"4013","2023","NEWE","2147",,"0","0","0","0","0","0","0","0","2147"
"4014","2023","NEWE","2787",,"0","0","0","0","0","0","0","0","2787"
"4015","2023","NEWE","496",,"0","0","0","0","0","0","0","0","496"
"4016","2023","NEWE","6625",,"0","0","0","0","0","0","0","0","6625"
"4017","2023","NEWE","2061",,"0","0","0","0","0","0","0","0","2061"
"4018","2023","NEWE","8295",,"0","0","0","0","0","0","0","0","8358"
"4019","2023","NEWE","1585",,"0","0","0","0","0","0","0","0","1611"
"4020","2023","NEWE","7422",,"0","0","0","0","0","0","0","0","7422"
"4021","2023","NEWE","2349",,"0","0","0","0","0","0","0","0","2349"
"4022","2023","NEWE","5779",,"0","0","0","0","0","0","0","0","5779"
"4023","2023","NEWE","1570",,"0","0","0","0","0","0","0","0","1610"
"4024","2023","NEWE","2419",,"0","0","0","0","0","0","0","0","2419"
"4025","2023","NEWE","4824",,"0","0","0","0","0","0","0","0","4824"
"4026","2023","NEWE","1767",,"0","0","0","0","0","0","0","0","1767"
"4027","2023","NEWE","5251",,"0","0","0","0","0","0","0","0","5251"
"4028","2023","NEWE","2159",,"0","0","0","0","0","0","0","0","2159"
"4029","2023","NEWE","1478",,"0","0","0","0","0","0","0","0","1478"
"4030","2023","NEWE","17199",,"0","0","0","0","0","0","0","0","17199"
"4031","2023","NEWE","1655",,"0","0","0","0","0","0","0","0","1655"
"4032","2023","NEWE","7346",,"0","0","0","0","0","0","0","0","7346"
"4033","2023","NEWE","4424",,"0","0","0","0","0","0","0","0","4465"
"4034","2023","NEWE","-198354",,"0","0","0","0","0","-198354","0","0","0"
"4035","2023","NEWE","-64",,"0","0","0","0","0","0","0","0","0"
"4036","2023","NEWE","1364",,"0","0","0","0","0","0","0","0","1364"
"4037","2023","NEWE","6417",,"0","0","0","0","0","0","0","0","6417"
"4038","2023","NEWE","97425","52535.76","0","7720.47","89704.53","0","0","0","0","0","0"
"4039","2023","NEWE","4301",,"0","0","0","0","0","0","0","0","4301"
"4040","2023","NEWE","3217829","1340475","0","0","3217829","0","0","0","0","0","0"
"4041","2023","NEWE","4073",,"0","0","0","0","0","0","0","0","4073"
"4042","2023","NEWE","4585",,"0","0","0","0","0","0","0","0","4585"
"4043","2023","NEWE","2340",,"0","0","0","0","0","0","0","0","2340"
"4044","2023","NEWE","70140","30541.3","0","0","70140","0","0","0","0","0","0"
"4045","2023","NEWE","30551",,"0","0","0","0","0","0","0","30551","0"
"4046","2023","NEWE","2936",,"0","0","0","0","0","0","0","0","2936"
"4047","2023","NEWE","1448",,"0","0","0","0","0","0","0","0","1448"
"4048","2023","NEWE","5889",,"0","0","0","0","0","0","0","0","5889"
"4049","2023","NEWE","8351",,"0","0","0","0","0","0","0","0","8450"
"4050","2023","NEWE","2648426","1189773","0","0","2648426","0","0","0","0","0","0"
"4051","2023","NEWE","1702",,"0","0","0","0","0","0","0","0","1702"
"4052","2023","NEWE","9146",,"0","0","0","0","0","0","0","0","9480"
"4053","2023","NEWE","1870",,"0","0","0","0","0","0","0","0","1870"
"4054","2023","NEWE","21257",,"0","0","0","0","0","21257","0","0","0"
"4055","2023","NEWE","6841",,"0","0","0","0","0","0","0","0","6841"
"4056","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4057","2023","NEWE","12138","8124.354","0","0","12157","0","0","0","0","0","0"
"4058","2023","NEWE","1334",,"0","0","0","0","0","0","0","0","1334"
"4059","2023","NEWE","3168",,"0","0","0","0","0","0","0","0","3168"
"4060","2023","NEWE","4661",,"0","0","0","0","0","0","0","0","4661"
"4061","2023","NEWE","3401",,"0","0","0","0","0","0","0","0","3401"
"4062","2023","NEWE","6926",,"0","0","0","0","0","0","0","0","6926"
"4063","2023","NEWE","1159",,"0","0","0","0","0","0","0","0","1159"
"4064","2023","NEWE","1957",,"0","0","0","0","0","0","0","0","1957"
"4065","2023","NEWE","6921",,"0","0","0","0","0","0","0","0","7073"
"4066","2023","NEWE","1584",,"0","0","0","0","0","0","0","0","1584"
"4067","2023","NEWE","8601.46","4281.967","0","0","8601.46","0","0","0","0","0","0"
"4068","2023","NEWE","3754",,"0","0","0","0","0","0","0","0","3754"
"4069","2023","NEWE","3203",,"0","0","0","0","0","0","0","0","3203"
