"FID","Data_Year","eGRID_subregion_acronym","Plant_annual_net_generation__MW","Plant_annual_CO2_emissions__ton","Plant_annual_coal_net_generatio","Plant_annual_oil_net_generation","Plant_annual_gas_net_generation","Plant_annual_other_fossil_net_g","Plant_annual_nuclear_net_genera","Plant_annual_hydro_net_generati","Plant_annual_biomass_net_genera","Plant_annual_wind_net_generatio","Plant_annual_solar_net_generati"
"6942","2023","MROW","2155",,"0","0","0","0","0","0","0","0","2155"
"6943","2023","MROW","148.961","61.493","0","109.237","39.723","0","0","0","0","0","0"
"6944","2023","MROW","1805",,"0","0","0","0","0","0","0","0","1805"
"6945","2023","MROW","7328","4348.528","0","0","7328","0","0","0","0","0","0"
"6946","2023","SRVC","8329",,"0","0","0","0","0","0","0","0","8329"
"6947","2023","SRVC","8759",,"0","0","0","0","0","0","0","0","8759"
"6948","2023","SRMW","16623","6543.26","0","0","4418","0","0","0","12205","0","0"
"6949","2023","SRVC","8821",,"0","0","0","0","0","0","0","0","8821"
"6950","2023","SRTV","447789",,"0","0","0","0","0","447789","0","0","0"
"6951","2023","SRMW","20064","14846.41","0","0","20064","0","0","0","0","0","0"
"6952","2023","SRVC","11","32.338","0","11","0","0","0","0","0","0","0"
"6953","2023","MROW","2640",,"0","0","0","0","0","0","0","2640","0"
"6954","2023","SRMW","97290",,"0","0","0","0","0","0","0","97290","0"
"6955","2023","MROW","2068",,"0","0","0","0","0","0","0","0","2068"
"6956","2023","MROW","2022",,"0","0","0","0","0","0","0","0","2022"
"6957","2023","MROW","40","37.89","0","40","0","0","0","0","0","0","0"
"6958","2023","MROW","2005",,"0","0","0","0","0","0","0","0","2005"
"6959","2023","SRVC","140678",,"0","0","0","0","0","0","0","0","140678"
"6960","2023","MROW","20208","0.002","0","0","0","0","0","0","20208","0","0"
"6961","2023","MROW","2155",,"0","0","0","0","0","0","0","0","2155"
"6962","2023","SRVC","5421",,"0","0","0","0","0","0","0","0","5421"
"6963","2023","MROW","37.998","29.97","0","38","0","0","0","0","0","0","0"
"6964","2023","SRVC","10071",,"0","0","0","0","0","0","0","0","10071"
"6965","2023","MROW","2290",,"0","0","0","0","0","0","0","0","2290"
"6966","2023","SRVC","8555",,"0","0","0","0","0","0","0","0","8555"
"6967","2023","MROW","8233",,"0","0","0","0","0","0","0","0","8233"
"6968","2023","MROW","153120","24840.08","0","0","36003.05","0","0","0","117117","0","0"
"6969","2023","SRVC","7965",,"0","0","0","0","0","0","0","0","7965"
"6970","2023","MROW","9761",,"0","0","0","0","0","0","0","0","9761"
"6971","2023","SRVC","9029",,"0","0","0","0","0","0","0","0","9029"
"6972","2023","MROW","2266",,"0","0","0","0","0","0","0","0","2266"
"6973","2023","MROW","2133",,"0","0","0","0","0","0","0","0","2133"
"6974","2023","SRVC","4900",,"0","0","0","0","0","0","0","0","4900"
"6975","2023","MROW","2128",,"0","0","0","0","0","0","0","0","2128"
"6976","2023","SRVC","5762",,"0","0","0","0","0","0","0","0","5762"
"6977","2023","MROW","0",,"0","0","0","0","0","0","0","0","0"
"6978","2023","MROW","4755",,"0","0","0","0","0","0","0","0","4755"
"6979","2023","MROW","1339","0","0","1339","0","0","0","0","0","0","0"
"6980","2023","SRVC","7060",,"0","0","0","0","0","0","0","0","7060"
"6981","2023","MROW","1893",,"0","0","0","0","0","0","0","0","1893"
"6982","2023","MROW","82","60.268","0","82","0","0","0","0","0","0","0"
"6983","2023","MROW","3134",,"0","0","0","0","0","0","0","0","3134"
"6984","2023","MROW","2365",,"0","0","0","0","0","0","0","0","2365"
"6985","2023","MROW","4793499",,"0","0","0","0","4793499","0","0","0","0"
"6986","2023","SRVC","8962",,"0","0","0","0","0","0","0","0","8962"
"6987","2023","MROW","6761",,"0","0","0","0","0","0","0","0","6761"
"6988","2023","MROW","37175",,"0","0","0","0","0","37175","0","0","0"
"6989","2023","MROW","6863",,"0","0","0","0","0","0","0","0","6863"
"6990","2023","MROW","8397",,"0","0","0","0","0","0","0","0","8397"
"6991","2023","MROW","-10328",,"0","0","0","0","0","0","0","-10328","0"
"6992","2023","MROW","46","90.89","0","46","0","0","0","0","0","0","0"
"6993","2023","MROW","2486",,"0","0","0","0","0","0","0","2486","0"
"6994","2023","MROW","2926",,"0","0","0","0","0","0","0","0","2926"
"6995","2023","MROW","20",,"0","0","0","0","0","0","0","20","0"
"6996","2023","MROW","1735",,"0","0","0","0","0","0","0","0","1735"
"6997","2023","MROW","1803",,"0","0","0","0","0","0","0","0","1803"
"6998","2023","MROW","2319",,"0","0","0","0","0","0","0","0","2319"
"6999","2023","MROW","8","8.82","0","8","0","0","0","0","0","0","0"
"7000","2023","MROW","2156",,"0","0","0","0","0","0","0","0","2156"
